Quantity,UnitPrice,CustomerID,KMeans,KMeans++,DBSCAN,Hierarchical,GMM,AutoEncoder,MLP
10,5.45,17061.0,0,0,0,3,0,3,0
1,1.65,18041.0,0,0,0,3,0,0,0
1,14.95,14569.0,1,1,0,1,1,1,1
24,0.65,17135.0,0,0,0,3,0,0,0
1,3.75,17220.0,0,0,0,3,0,0,0
12,1.25,17932.0,0,0,0,3,0,0,0
10,2.08,17651.0,0,0,0,3,0,0,0
2,8.25,14191.0,1,1,0,1,1,1,1
1,1.45,14499.0,1,1,0,0,1,3,1
32,0.42,15159.0,1,1,0,0,1,3,1
1,1.65,12748.0,1,1,0,0,1,1,1
1,2.95,14159.0,1,1,0,0,1,1,1
20,0.42,12815.0,1,1,0,0,1,1,1
10,1.65,13534.0,1,1,0,0,1,1,1
12,1.95,17509.0,0,0,0,3,0,0,0
6,2.95,12839.0,1,1,0,0,1,1,1
4,3.75,15696.0,0,0,0,3,0,3,0
2,1.95,14527.0,1,1,0,0,1,3,1
1,0.55,17542.0,0,0,0,3,0,0,0
48,0.39,16493.0,0,0,0,3,1,0,0
10,2.08,15640.0,0,0,0,3,0,3,0
2,2.1,14684.0,1,1,0,0,1,3,1
6,2.95,17416.0,0,0,0,3,0,0,0
12,1.65,12620.0,1,1,0,0,1,1,1
2,2.95,15752.0,0,0,0,3,0,3,0
10,1.65,17160.0,0,0,0,3,0,0,0
3,4.95,14400.0,1,1,0,0,1,1,1
2,0.85,12748.0,1,1,0,0,1,1,1
12,1.65,13453.0,1,1,0,0,1,1,1
12,0.85,15810.0,0,0,0,3,0,3,0
6,2.95,13668.0,1,1,0,0,1,1,1
2,1.65,16360.0,0,0,0,3,0,0,0
6,2.95,17047.0,0,0,0,3,0,0,0
12,3.95,12955.0,1,1,0,0,1,1,1
-1,2.95,14952.0,1,1,0,0,1,3,1
20,1.65,14156.0,1,1,0,0,1,3,1
6,1.65,15068.0,1,1,0,0,0,3,1
2,1.95,17611.0,0,0,0,3,0,0,0
1,4.25,13137.0,1,1,0,0,1,1,1
5,2.1,16931.0,0,0,0,3,0,0,0
16,1.69,15804.0,0,0,0,3,0,3,0
3,5.95,14911.0,1,1,0,0,1,1,1
1,2.55,17841.0,0,0,0,3,0,0,0
1,1.25,12748.0,1,1,0,0,1,1,1
108,0.65,18095.0,0,0,0,3,3,0,0
2,2.55,17811.0,0,0,0,3,0,0,0
4,4.25,14360.0,1,1,0,0,1,1,1
2,9.95,13004.0,1,1,0,1,1,1,1
1,2.08,15719.0,0,0,0,3,0,3,0
10,2.08,15078.0,1,1,0,0,0,3,1
1,2.1,17673.0,0,0,0,3,0,0,0
6,4.15,16549.0,0,0,0,3,0,3,0
12,3.25,12670.0,1,1,0,0,1,1,1
3,4.95,14422.0,1,1,0,0,1,1,1
1,7.95,14606.0,1,1,0,1,1,1,1
6,2.95,14307.0,1,1,0,0,1,1,1
2,0.79,14716.0,1,1,0,0,0,3,1
1,2.55,14702.0,1,1,0,0,1,3,1
12,0.85,14893.0,1,1,0,0,1,3,1
10,0.85,15076.0,0,0,0,0,0,3,0
1,1.45,17764.0,0,0,0,3,0,0,0
8,0.85,14013.0,1,1,0,0,1,3,1
28,0.21,13971.0,1,1,0,0,1,3,1
3,1.25,13334.0,1,1,0,0,1,1,1
2,1.25,16110.0,0,0,0,3,0,3,0
100,1.45,15311.0,1,1,0,0,1,0,1
2,1.25,15005.0,0,0,0,0,0,3,0
6,0.85,12757.0,1,1,0,0,1,1,1
10,2.08,12921.0,1,1,0,0,1,1,1
2,2.1,16360.0,0,0,0,3,0,3,0
6,2.55,12748.0,1,1,0,0,1,1,1
6,2.1,13735.0,1,1,0,0,1,1,1
12,2.95,14239.0,1,1,0,0,1,1,1
24,0.55,16341.0,0,0,0,3,0,0,0
1,5.95,17920.0,0,0,0,3,0,0,0
8,1.69,13468.0,1,1,0,0,1,1,1
1,1.45,17800.0,0,0,0,3,0,0,0
1,0.85,17341.0,0,0,0,3,0,0,0
12,4.95,13458.0,1,1,0,0,1,1,1
12,1.95,17444.0,0,0,0,3,0,0,0
2,2.95,14701.0,1,1,0,0,1,3,1
2,1.45,17609.0,0,0,0,3,0,0,0
48,0.55,16954.0,0,0,0,3,1,0,0
6,1.65,16626.0,0,0,0,3,0,0,0
5,2.08,15311.0,0,0,0,3,0,3,0
1,0.85,17962.0,0,0,0,3,0,0,0
5,2.95,16027.0,0,0,0,3,0,3,0
24,0.55,16279.0,0,0,0,3,0,0,0
10,4.95,14049.0,1,1,0,0,1,1,1
12,0.79,15621.0,0,0,0,3,0,3,0
12,4.95,15023.0,1,1,0,0,1,1,1
60,1.25,12901.0,1,1,0,0,1,1,1
3,1.45,13975.0,1,1,0,0,1,1,1
256,1.65,12415.0,3,3,-1,0,3,0,3
6,0.42,16712.0,0,0,0,3,0,0,0
2,2.46,14096.0,1,1,0,0,1,1,1
2,2.95,17793.0,0,0,0,3,0,0,0
2,1.65,15752.0,0,0,0,3,0,3,0
1,3.29,14096.0,1,1,0,0,1,1,1
24,0.55,13015.0,1,1,0,0,1,1,1
6,4.95,14291.0,1,1,0,0,1,1,1
36,2.55,15290.0,1,1,0,0,1,3,1
15,4.95,13772.0,1,1,0,0,1,1,1
100,1.65,17511.0,0,0,0,3,3,0,0
1,5.95,13137.0,1,1,0,0,1,1,1
100,1.45,15311.0,1,1,0,0,1,0,1
6,3.25,12957.0,1,1,0,0,1,1,1
10,1.65,14667.0,1,1,0,0,1,3,1
-1,6.95,14211.0,1,1,0,1,1,1,1
10,2.08,17069.0,0,0,0,3,0,0,0
2,1.65,14056.0,1,1,0,0,1,1,1
6,2.55,13523.0,1,1,0,0,1,1,1
7,2.1,17092.0,0,0,0,3,0,0,0
12,9.95,13390.0,1,1,0,1,1,1,1
12,2.1,14565.0,1,1,0,0,1,3,1
1,2.1,16326.0,0,0,0,3,0,3,0
16,2.25,16767.0,0,0,0,3,0,0,0
3,1.65,15023.0,1,1,0,0,0,3,1
1,2.95,12890.0,1,1,0,0,1,1,1
6,2.95,12681.0,1,1,0,0,1,1,1
36,0.85,16618.0,0,0,0,3,0,0,0
4,2.95,15005.0,1,1,0,0,1,3,1
1,2.49,15907.0,0,0,0,3,0,3,0
12,1.25,16484.0,0,0,0,3,0,0,0
12,2.89,12530.0,1,1,0,0,1,1,1
24,0.42,17652.0,0,0,0,3,0,0,0
6,2.95,14422.0,1,1,0,0,1,1,1
1,1.65,15572.0,0,0,0,3,0,3,0
2,2.46,14096.0,1,1,0,0,1,1,1
2,8.25,18221.0,0,0,0,3,0,3,0
1,6.25,17841.0,0,0,0,3,0,3,0
2,9.95,17954.0,0,0,0,3,1,3,0
12,1.25,17836.0,0,0,0,3,0,0,0
8,3.95,15981.0,0,0,0,3,0,3,0
1,3.75,15452.0,0,0,0,0,0,3,0
1,4.95,12933.0,1,1,0,0,1,1,1
3,5.95,17828.0,0,0,0,3,0,3,0
6,4.25,14649.0,1,1,0,0,1,1,1
24,0.29,18130.0,0,0,0,3,0,0,0
6,2.55,18165.0,0,0,0,3,0,0,0
2,1.25,13263.0,1,1,0,0,1,1,1
12,0.42,13449.0,1,1,0,0,1,1,1
12,1.25,14497.0,1,1,0,0,1,3,1
12,1.25,13280.0,1,1,0,0,1,1,1
2,7.95,15867.0,1,1,0,3,1,3,1
1,1.65,17181.0,0,0,0,3,0,0,0
2,6.95,14462.0,1,1,0,0,1,1,1
24,1.25,13081.0,1,1,0,0,1,1,1
10,2.08,17706.0,0,0,0,3,0,0,0
2,1.25,12970.0,1,1,0,0,1,1,1
2,1.25,15553.0,0,0,0,3,0,3,0
2,2.55,14546.0,1,1,0,0,1,3,1
1,2.95,16764.0,0,0,0,3,0,0,0
12,1.25,15382.0,0,0,0,0,0,3,0
3,0.65,13066.0,1,1,0,0,1,1,1
6,1.65,17589.0,0,0,0,3,0,0,0
1,5.95,14606.0,1,1,0,0,1,1,1
4,4.15,17675.0,0,0,0,3,0,0,0
6,2.95,15624.0,0,0,0,3,0,3,0
2,1.65,17179.0,0,0,0,3,0,0,0
1,0.55,16200.0,0,0,0,3,0,0,0
1,3.75,15514.0,0,0,0,0,0,3,0
2,1.25,17590.0,0,0,0,3,0,0,0
5,0.42,15555.0,0,0,0,3,0,3,0
1,3.75,15750.0,0,0,0,3,0,3,0
10,1.69,13069.0,1,1,0,0,1,1,1
48,0.42,17728.0,0,0,0,3,0,0,0
2,7.95,16919.0,0,0,0,3,1,3,0
2,6.95,17230.0,0,0,0,3,0,3,0
1,1.65,14541.0,1,1,0,0,1,3,1
1,4.95,16014.0,0,0,0,3,0,3,0
48,1.65,18139.0,0,0,0,3,0,0,0
100,1.79,13225.0,1,1,0,0,3,3,1
4,0.42,14093.0,1,1,0,0,1,3,1
1,2.08,16788.0,0,0,0,3,0,0,0
2,1.65,17585.0,0,0,0,3,0,0,0
1,1.25,12391.0,1,1,0,0,1,1,1
72,1.25,16779.0,0,0,0,3,1,0,0
2,0.42,12577.0,1,1,0,0,1,1,1
2,8.5,13742.0,1,1,0,1,1,1,1
24,0.55,12347.0,1,1,0,0,1,1,1
2,2.08,13772.0,1,1,0,0,1,1,1
12,2.95,17663.0,0,0,0,3,0,0,0
12,0.42,13923.0,1,1,0,0,1,3,1
12,1.25,15867.0,0,0,0,3,0,3,0
16,10.95,14626.0,1,1,0,1,1,1,1
1,1.45,16928.0,0,0,0,3,0,0,0
1,2.08,14382.0,1,1,0,0,1,3,1
2,1.65,14800.0,1,1,0,0,1,3,1
3,0.55,13137.0,1,1,0,0,1,1,1
4,1.65,13772.0,1,1,0,0,1,1,1
-7,3.39,15311.0,0,0,0,0,0,3,0
20,2.08,17491.0,0,0,0,3,0,0,0
240,0.39,13694.0,3,3,-1,0,3,0,3
10,2.08,15117.0,1,1,0,0,0,3,1
2,8.95,15044.0,1,1,0,1,1,1,1
1,4.95,17841.0,0,0,0,3,0,0,0
8,1.25,16409.0,0,0,0,3,0,0,0
2,12.75,13989.0,1,1,0,1,1,1,1
40,0.72,14298.0,1,1,0,0,1,3,1
6,2.08,13999.0,1,1,0,0,1,1,1
4,6.25,14911.0,1,1,0,0,1,1,1
12,1.25,12536.0,1,1,0,0,1,1,1
12,1.65,13888.0,1,1,0,0,1,1,1
108,4.77,18102.0,0,0,0,3,1,0,0
6,1.95,17019.0,0,0,0,3,0,0,0
12,2.1,17706.0,0,0,0,3,0,0,0
6,1.95,14776.0,1,1,0,0,1,3,1
12,1.25,14135.0,1,1,0,0,1,3,1
24,0.79,15159.0,1,1,0,0,1,3,0
3,4.95,14527.0,1,1,0,0,1,1,1
12,1.25,12856.0,1,1,0,0,1,1,1
1,5.95,17576.0,0,0,0,3,0,3,0
2,1.25,14606.0,1,1,0,0,1,3,1
2,4.95,14415.0,1,1,0,0,1,1,1
12,1.45,12597.0,1,1,0,0,1,1,1
1,1.65,17841.0,0,0,0,3,0,0,0
1,1.65,15518.0,0,0,0,3,0,3,0
6,2.1,12717.0,1,1,0,0,1,1,1
2,2.1,15861.0,0,0,0,3,0,3,0
25,0.42,14081.0,1,1,0,0,1,3,1
4,1.45,15450.0,0,0,0,3,0,3,0
2,1.65,16710.0,0,0,0,3,0,0,0
12,1.65,14911.0,1,1,0,0,1,3,1
2,2.95,17582.0,0,0,0,3,0,0,0
1,8.95,13548.0,1,1,0,1,1,1,1
6,1.25,17690.0,0,0,0,3,0,0,0
4,4.95,18071.0,0,0,0,3,0,0,0
3,5.95,13494.0,1,1,0,0,1,1,1
2,6.25,15498.0,1,1,0,0,1,3,1
1,2.46,14096.0,1,1,0,0,1,1,1
6,2.49,17624.0,0,0,0,3,0,0,0
8,4.15,14397.0,1,1,0,0,1,1,1
10,7.08,14051.0,1,1,0,0,1,1,1
25,0.42,13466.0,1,1,0,0,1,1,1
12,2.08,12432.0,1,1,0,0,1,1,1
12,4.95,15189.0,1,1,0,0,1,3,1
2,1.25,17841.0,0,0,0,3,0,0,0
1,4.25,17472.0,0,0,0,3,0,0,0
4,2.55,12700.0,1,1,0,0,1,1,1
1,1.25,14606.0,1,1,0,0,1,3,1
9,1.25,18118.0,0,0,0,3,0,0,0
12,2.1,12949.0,1,1,0,0,1,1,1
16,0.65,13901.0,1,1,0,0,1,3,1
-1,2.1,15005.0,1,1,0,0,0,3,1
2,1.45,15834.0,0,0,0,3,0,3,0
12,1.25,14156.0,1,1,0,0,1,3,1
12,2.95,17469.0,0,0,0,3,0,0,0
2,0.85,15060.0,0,0,0,0,0,3,0
4,8.5,12449.0,1,1,0,1,1,1,1
12,1.45,14327.0,1,1,0,0,1,3,1
10,2.08,13590.0,1,1,0,0,1,1,1
6,3.75,13258.0,1,1,0,0,1,1,1
16,3.75,15358.0,1,1,0,0,0,3,1
12,1.65,15358.0,0,0,0,0,0,3,0
48,0.29,13198.0,1,1,0,0,1,3,1
5,1.95,12748.0,1,1,0,0,1,1,1
60,1.45,17511.0,0,0,0,3,1,0,0
72,1.25,17404.0,0,0,0,3,1,0,0
1,5.95,13110.0,1,1,0,0,1,1,1
4,3.75,12474.0,1,1,0,0,1,1,1
6,2.1,12766.0,1,1,0,0,1,1,1
4,1.69,15571.0,0,0,0,3,0,3,0
12,1.65,14164.0,1,1,0,0,1,3,1
1,0.42,17571.0,0,0,0,3,0,0,0
12,1.95,13816.0,1,1,0,0,1,1,1
1,12.75,15033.0,1,1,0,1,1,1,1
1,3.75,15009.0,1,1,0,0,1,3,1
12,1.65,14825.0,1,1,0,0,1,3,1
6,0.85,17027.0,0,0,0,3,0,0,0
2,4.15,14156.0,1,1,0,0,1,1,1
2,2.08,14562.0,1,1,0,0,1,3,1
48,2.55,13324.0,1,1,0,0,1,1,1
2,4.13,14096.0,1,1,0,0,1,1,1
12,1.45,17164.0,0,0,0,3,0,0,0
12,1.06,14298.0,1,1,0,0,1,3,1
3,4.95,16670.0,0,0,0,3,0,3,0
20,1.65,17682.0,0,0,0,3,0,0,0
6,2.55,14149.0,1,1,0,0,1,1,1
5,2.55,18283.0,0,0,0,3,0,0,0
-72,4.25,13680.0,1,1,0,1,1,1,1
12,0.85,17629.0,0,0,0,3,0,0,0
2,1.95,13263.0,1,1,0,0,1,1,1
16,3.75,14062.0,1,1,0,0,1,1,1
1,1.25,17841.0,0,0,0,3,0,0,0
12,1.25,17685.0,0,0,0,3,0,0,0
24,1.65,14911.0,1,1,0,0,1,3,1
1,2.08,17841.0,0,0,0,3,0,0,0
48,0.65,15113.0,1,1,0,0,1,3,1
10,2.08,14329.0,1,1,0,0,1,3,1
1,1.95,16515.0,0,0,0,3,0,0,0
20,2.08,14667.0,1,1,0,0,1,3,1
24,0.65,15159.0,0,0,0,0,1,3,0
1,4.95,17180.0,0,0,0,3,0,3,0
12,1.25,13083.0,1,1,0,0,1,1,1
2,1.65,18014.0,0,0,0,3,0,0,0
6,2.1,15974.0,0,0,0,3,0,3,0
2,2.95,15044.0,1,1,0,0,1,3,1
3,0.85,16376.0,0,0,0,3,0,0,0
12,1.65,17001.0,0,0,0,3,0,0,0
4,4.15,18055.0,0,0,0,3,0,0,0
96,1.06,16672.0,0,0,0,0,1,0,0
12,4.95,13148.0,1,1,0,0,1,1,1
3,0.19,14502.0,1,1,0,0,1,3,1
-2,2.08,14688.0,1,1,0,0,1,3,1
6,4.95,16303.0,0,0,0,3,0,3,0
6,2.95,17365.0,0,0,0,3,0,0,0
4,8.25,13882.0,1,1,0,1,1,1,1
4,3.75,17340.0,0,0,0,3,0,0,0
6,1.95,13319.0,1,1,0,0,1,1,1
6,1.65,15708.0,0,0,0,3,0,3,0
1,0.85,17392.0,0,0,0,3,0,0,0
6,0.85,13357.0,1,1,0,0,1,1,1
1,12.75,14395.0,1,1,0,1,1,1,1
4,3.75,14572.0,1,1,0,0,1,1,1
2,0.42,14159.0,1,1,0,0,1,3,1
12,2.95,12477.0,1,1,0,0,1,1,1
1,2.55,15907.0,0,0,0,3,0,3,0
6,4.15,17083.0,0,0,0,3,0,3,0
4,4.15,17521.0,0,0,0,3,0,0,0
10,1.65,15505.0,0,0,0,3,0,3,0
5,1.25,17911.0,0,0,0,3,0,0,0
1,30.0,13752.0,1,1,-1,1,3,1,1
6,2.55,15891.0,0,0,0,3,0,3,0
4,3.95,18198.0,0,0,0,3,0,0,0
6,1.25,17218.0,0,0,0,3,0,0,0
24,0.39,12473.0,1,1,0,0,1,1,1
24,0.39,16395.0,0,0,0,3,0,0,0
3,1.45,16880.0,0,0,0,3,0,0,0
12,0.29,15880.0,0,0,0,3,0,0,0
50,2.55,17511.0,0,0,0,3,0,0,0
12,4.95,12428.0,1,1,0,0,1,1,1
12,0.83,14911.0,1,1,0,0,1,3,1
1,2.95,14591.0,1,1,0,0,1,3,1
12,1.65,12347.0,1,1,0,0,1,1,1
25,0.42,16258.0,0,0,0,3,0,0,0
12,2.95,18167.0,0,0,0,3,0,0,0
1,1.25,12577.0,1,1,0,0,1,1,1
2,8.25,14554.0,1,1,0,1,1,1,1
1,8.25,15023.0,1,1,0,1,1,1,1
2,7.95,17841.0,0,0,0,3,0,3,0
2,1.25,17346.0,0,0,0,3,0,0,0
60,0.19,12829.0,1,1,0,0,1,3,1
2,1.25,16791.0,0,0,0,3,0,0,0
24,1.25,14379.0,1,1,0,0,1,3,1
2,7.5,18109.0,0,0,0,3,0,3,0
1,4.95,12933.0,1,1,0,0,1,1,1
4,4.95,12524.0,1,1,0,0,1,1,1
48,0.55,14944.0,1,1,0,0,1,3,1
10,0.85,12782.0,1,1,0,0,1,1,1
4,7.95,17230.0,0,0,0,3,0,3,0
1,1.65,16971.0,0,0,0,3,0,0,0
1,4.25,16755.0,0,0,0,3,0,3,0
6,0.85,17946.0,0,0,0,3,0,0,0
4,4.65,14911.0,1,1,0,0,1,1,1
5,2.1,13397.0,1,1,0,0,1,1,1
12,1.25,16059.0,0,0,0,3,0,0,0
6,1.25,17019.0,0,0,0,3,0,0,0
8,1.25,12455.0,1,1,0,0,1,1,1
24,3.39,17381.0,0,0,0,3,0,0,0
-1,2.89,12471.0,1,1,0,0,1,1,1
4,0.85,18069.0,0,0,0,3,0,0,0
12,1.45,17562.0,0,0,0,3,0,0,0
1,2.1,15167.0,0,0,0,0,0,3,0
24,0.39,18272.0,0,0,0,3,0,0,0
3,2.08,17841.0,0,0,0,3,0,0,0
6,2.55,14740.0,1,1,0,0,1,3,1
2,7.95,12816.0,1,1,0,1,1,1,1
12,1.95,13102.0,1,1,0,0,1,1,1
26,0.65,16494.0,0,0,0,3,0,0,0
20,2.08,14515.0,1,1,0,0,1,3,1
24,1.25,14189.0,1,1,0,0,1,3,1
1,2.1,15880.0,0,0,0,3,0,3,0
24,0.39,18221.0,0,0,0,3,0,0,0
12,2.08,17706.0,0,0,0,3,0,0,0
4,2.08,14159.0,1,1,0,0,1,1,1
2,2.55,15665.0,0,0,0,3,0,3,0
24,1.25,13589.0,1,1,0,0,1,1,1
1,1.45,17841.0,0,0,0,3,0,0,0
10,2.08,16945.0,0,0,0,3,0,0,0
1,1.65,17920.0,0,0,0,3,0,0,0
3,2.49,13212.0,1,1,0,0,1,1,1
10,1.65,17068.0,0,0,0,3,0,0,0
1,2.08,16031.0,0,0,0,3,0,3,0
12,1.45,18221.0,0,0,0,3,0,0,0
1,0.65,16764.0,0,0,0,3,0,0,0
2,0.39,17966.0,0,0,0,3,0,0,0
10,2.95,17084.0,0,0,0,3,0,0,0
8,0.42,13533.0,1,1,0,0,1,1,1
6,4.95,13756.0,1,1,0,0,1,1,1
24,5.95,14051.0,1,1,0,0,1,1,1
2,1.65,16549.0,0,0,0,3,0,0,0
6,2.95,12523.0,1,1,0,0,1,1,1
12,1.25,18183.0,0,0,0,3,0,0,0
4,4.25,14911.0,1,1,0,0,1,3,1
4,1.95,16776.0,0,0,0,3,0,0,0
6,1.95,17135.0,0,0,0,3,0,0,0
2,5.95,16762.0,0,0,0,3,0,3,0
1,0.85,13565.0,1,1,0,0,1,1,1
2,6.35,12642.0,1,1,0,0,1,1,1
3,4.25,14759.0,1,1,0,0,1,1,1
1,0.42,12748.0,1,1,0,0,1,1,1
3,4.95,17769.0,0,0,0,3,0,0,0
20,1.25,12936.0,1,1,0,0,1,1,1
72,0.19,14382.0,1,1,0,0,1,3,1
24,0.39,14966.0,1,1,0,0,1,3,1
2,0.85,16016.0,0,0,0,3,0,0,0
2,2.95,17965.0,0,0,0,3,0,0,0
5,1.25,15529.0,0,0,0,3,0,3,0
1,2.95,16686.0,0,0,0,3,0,3,0
12,0.85,12721.0,1,1,0,0,1,1,1
2,1.65,17114.0,0,0,0,3,0,0,0
1,3.25,12748.0,1,1,0,0,1,1,1
36,0.39,17666.0,0,0,0,3,0,0,0
4,3.75,13614.0,1,1,0,0,1,1,1
1,0.85,14606.0,1,1,0,0,1,3,1
6,2.49,14356.0,1,1,0,0,1,1,1
8,1.95,12448.0,1,1,0,0,1,1,1
6,0.39,15856.0,0,0,0,3,0,0,0
6,2.95,17528.0,0,0,0,3,0,0,0
4,4.95,18183.0,0,0,0,3,0,0,0
12,2.08,14339.0,1,1,0,0,1,3,1
12,0.85,12571.0,1,1,0,0,1,1,1
2,2.55,16725.0,0,0,0,3,0,0,0
4,1.25,15555.0,0,0,0,3,0,3,0
10,6.75,16779.0,0,0,0,3,0,3,0
4,2.08,16942.0,0,0,0,3,0,0,0
12,0.85,17419.0,0,0,0,3,0,0,0
2,2.1,14462.0,1,1,0,0,1,3,1
8,0.83,14146.0,1,1,0,0,1,3,1
1,8.25,16241.0,0,0,0,3,1,3,0
24,1.79,17644.0,0,0,0,3,0,0,0
12,0.42,17461.0,0,0,0,3,0,0,0
12,1.65,17164.0,0,0,0,3,0,0,0
4,4.95,16676.0,0,0,0,3,0,3,0
1,8.5,15039.0,1,1,0,1,1,1,1
6,5.95,15601.0,1,1,0,0,1,3,1
12,4.15,13102.0,1,1,0,0,1,1,1
12,0.95,17733.0,0,0,0,3,0,0,0
3,5.95,17677.0,0,0,0,3,0,3,0
12,0.65,14766.0,1,1,0,0,1,3,1
48,0.29,13233.0,1,1,0,0,1,3,1
1,5.95,17126.0,0,0,0,3,0,3,0
1,0.65,18041.0,0,0,0,3,0,0,0
4,2.55,17050.0,0,0,0,3,0,0,0
12,0.79,14132.0,1,1,0,0,1,3,1
4,4.95,18055.0,0,0,0,3,0,0,0
12,2.1,16779.0,0,0,0,3,0,0,0
48,0.29,15427.0,0,0,0,0,1,0,0
1,0.55,14583.0,1,1,0,0,1,3,1
10,1.65,13309.0,1,1,0,0,1,1,1
8,2.1,16242.0,0,0,0,3,0,3,0
6,2.95,17954.0,0,0,0,3,0,0,0
3,1.25,15529.0,0,0,0,3,0,3,0
12,0.85,12628.0,1,1,0,0,1,1,1
12,0.42,17231.0,0,0,0,3,0,0,0
1,1.45,14467.0,1,1,0,0,1,3,1
4,0.85,16776.0,0,0,0,3,0,0,0
4,14.95,12481.0,1,1,0,1,3,1,1
3,0.42,14446.0,1,1,0,0,1,3,1
2,3.75,13969.0,1,1,0,0,1,1,1
-2,7.5,14441.0,1,1,0,1,1,1,1
1,9.95,13155.0,1,1,0,1,1,1,1
24,1.65,14057.0,1,1,0,0,1,3,1
2,3.95,16255.0,0,0,0,3,0,3,0
10,2.08,14389.0,1,1,0,0,1,3,1
2,4.25,14583.0,1,1,0,0,1,1,1
1,7.65,13280.0,1,1,0,1,1,1,1
12,4.95,14688.0,1,1,0,0,1,1,1
18,5.45,17511.0,0,0,0,3,0,0,0
12,3.75,13767.0,1,1,0,0,1,1,1
2,0.85,16469.0,0,0,0,3,0,0,0
2,9.95,14156.0,1,1,0,1,1,1,1
10,2.08,17049.0,0,0,0,3,0,0,0
6,1.25,17787.0,0,0,0,3,0,0,0
1,0.21,16442.0,0,0,0,3,0,0,0
2,2.95,17811.0,0,0,0,3,0,0,0
96,1.85,16684.0,0,0,0,0,1,0,0
1,9.95,13263.0,1,1,0,1,1,1,1
3,1.65,14532.0,1,1,0,0,1,3,1
2,5.95,12748.0,1,1,0,0,1,1,1
25,0.42,12921.0,1,1,0,0,1,1,1
12,1.45,14923.0,1,1,0,0,1,3,1
8,2.49,13047.0,1,1,0,0,1,1,1
4,1.95,17796.0,0,0,0,3,0,0,0
1,8.5,13593.0,1,1,0,1,1,1,1
8,0.83,12398.0,1,1,0,0,1,1,1
10,2.1,12594.0,1,1,0,0,1,1,1
38,0.65,15547.0,0,0,0,0,1,0,0
6,3.25,16670.0,0,0,0,3,0,3,0
20,2.08,17082.0,0,0,0,3,0,0,0
8,2.95,18071.0,0,0,0,3,0,0,0
10,1.65,17091.0,0,0,0,3,0,0,0
1,3.25,15644.0,0,0,0,3,0,3,0
18,0.83,14298.0,1,1,0,0,1,3,1
16,0.65,16717.0,0,0,0,3,0,0,0
2,7.95,12766.0,1,1,0,1,1,1,1
36,0.42,14808.0,1,1,0,0,1,3,1
6,1.45,14035.0,1,1,0,0,1,1,1
6,2.95,13295.0,1,1,0,0,1,1,1
-5,3.75,15728.0,0,0,0,3,0,3,0
1,3.75,13230.0,1,1,0,0,1,1,1
2,2.1,14159.0,1,1,0,0,1,1,1
48,1.25,14646.0,1,1,0,0,1,3,1
2,1.25,13439.0,1,1,0,0,1,1,1
2,2.08,15059.0,1,1,0,0,0,3,1
10,1.95,13082.0,1,1,0,0,1,1,1
2,0.85,17015.0,0,0,0,3,0,0,0
2,1.69,17841.0,0,0,0,3,0,0,0
1,3.75,14379.0,1,1,0,0,1,1,1
12,1.65,14367.0,1,1,0,0,1,3,1
2,1.65,15427.0,0,0,0,3,0,3,0
1,3.25,17886.0,0,0,0,3,0,0,0
2,1.25,16919.0,0,0,0,3,0,0,0
12,1.25,12635.0,1,1,0,0,1,1,1
6,2.95,17035.0,0,0,0,3,0,0,0
1,0.42,15644.0,0,0,0,3,0,3,0
10,2.08,17716.0,0,0,0,3,0,0,0
1,2.95,12748.0,1,1,0,0,1,1,1
200,0.36,17966.0,0,0,-1,0,3,0,0
6,2.89,16717.0,0,0,0,3,0,0,0
1,7.95,14730.0,1,1,0,1,1,1,1
12,1.25,14505.0,1,1,0,0,1,3,1
12,1.45,15955.0,0,0,0,3,0,3,0
8,3.75,13924.0,1,1,0,0,1,1,1
6,2.1,12701.0,1,1,0,0,1,1,1
2,1.65,17545.0,0,0,0,3,0,0,0
2,7.95,17634.0,0,0,0,3,0,3,0
12,1.25,18245.0,0,0,0,3,0,0,0
24,1.69,15793.0,0,0,0,0,0,3,0
24,0.65,15615.0,0,0,0,0,0,0,0
1,1.45,14446.0,1,1,0,0,1,3,1
12,0.42,18245.0,0,0,0,3,0,0,0
4,0.75,14796.0,1,1,0,0,0,3,1
2,1.25,12940.0,1,1,0,0,1,1,1
24,0.55,13868.0,1,1,0,0,1,3,1
24,0.39,12471.0,1,1,0,0,1,1,1
6,3.75,14911.0,1,1,0,0,1,3,1
6,2.95,17082.0,0,0,0,3,0,0,0
3,1.65,15555.0,0,0,0,3,0,3,0
96,0.39,17735.0,0,0,0,3,3,0,0
-5,0.85,17440.0,0,0,0,3,0,0,0
6,2.1,17800.0,0,0,0,3,0,0,0
1,4.95,18225.0,0,0,0,3,0,0,0
6,3.25,13178.0,1,1,0,0,1,1,1
11,0.42,12517.0,1,1,0,0,1,1,1
12,1.25,12514.0,1,1,0,0,1,1,1
1,0.85,18106.0,0,0,0,3,0,0,0
24,0.29,16843.0,0,0,0,3,0,0,0
10,2.08,14367.0,1,1,0,0,1,3,1
12,0.85,14211.0,1,1,0,0,1,3,1
2,12.75,14180.0,1,1,0,1,1,1,1
48,0.39,14460.0,1,1,0,0,1,3,1
24,0.42,13408.0,1,1,0,0,1,1,1
2,1.45,16771.0,0,0,0,3,0,0,0
16,1.69,12867.0,1,1,0,0,1,1,1
6,3.75,14107.0,1,1,0,0,1,1,1
